group_name,company,group_type,debut_year,disband_year,social_accounts,inactive_members,current_members,original_members_remainding,initial_members,member_changes,subunits,albums,mini_albums,other_albums,singles,digital_singles,other_singles,foreign_albums,foreign_mini_albums,foreign_other_album,foreign_singles,foreign_digital_singles,others,last_production_year,total_releases,lifespan
3YE,gh_entertainment,0,2019,2021.0,5,0,3,3,3,0,0,0,1,0,0,4,1,0,0,0,0,0,0,2021,6,3.318989682798531
4CARAT,youngbridge_entertainment,0,2019,2020.0,1,0,3,3,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2020,2,2.184230941015869
A-Daily,dk_entertainment,0,2014,2018.0,4,0,2,2,6,7,0,0,1,0,0,3,0,0,0,0,0,0,1,2017,5,4.5178803083456955
A-Feel,sa_entertainment,0,2019,2020.0,2,0,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2019,1,1.8071167515026332
ABRY,withhc,0,2017,2021.0,7,0,2,2,4,2,0,0,1,0,0,4,1,0,0,0,0,0,4,2019,10,4.680538330942994
aespa,sm_entertainment,0,2020,2022.0,7,0,4,4,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2021,3,2.7564555718034
AOA,fnc_entertainment,0,2012,2019.0,8,0,3,3,8,5,2,1,6,0,5,0,0,2,0,0,5,2,2,2019,23,8.347087234071182
API,girl_group_api,0,2019,2020.0,3,0,5,5,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2020,2,2.0579098397798816
Apink,play_m_entertainment,0,2011,2021.0,10,0,6,6,7,1,3,3,9,1,0,9,1,3,0,0,9,0,3,2021,38,11.178518698711486
APRIL,dsp_media,0,2015,2021.0,9,0,6,4,6,4,0,0,7,0,2,0,2,0,0,0,2,0,7,2020,20,7.016151594515847
ARIAZ,rising_star_entertainment,0,2019,2020.0,4,0,6,6,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2019,1,1.8553339461343796
Asome.D,dy_entertainment,0,2020,2021.0,6,0,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2020,2,2.423566106553764
B Girls,afreecatv,0,2018,2019.0,0,0,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2018,1,1.559731472900367
Berry Chu,gyeolhwa_entertainment,0,2017,2018.0,0,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017,1,1.5308715691150638
Berry Good,jtg_entertainment,0,2014,2021.0,6,1,2,0,5,9,1,1,4,0,0,6,0,0,0,0,0,0,5,2021,16,7.8812486240528585
BLACKPINK,yg_entertainment,0,2016,2021.0,9,0,4,4,4,0,0,1,2,1,1,3,0,2,1,2,1,0,6,2020,20,6.09780266477442
BLACKSWAN(2020),dr_music,0,2020,2022.0,4,0,4,4,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2020,1,2.679299290062332
Bling Bling,major9,0,2020,2021.0,6,0,6,6,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2021,2,2.24424962560542
Blue Fox,blue_fox_entertainment,0,2018,2021.0,3,0,5,1,4,12,0,0,0,0,0,1,0,0,0,0,0,0,0,2018,1,3.8391649821088123
BlueMint,starcore,0,2019,2020.0,1,0,6,5,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2019,2,1.9109169078093515
BOTOPASS,colabs,0,2020,2021.0,6,0,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2020,1,1.8807856335992597
Brave Girls,brave_entertainment,0,2011,2017.0,7,0,4,0,4,10,0,0,4,0,1,6,0,0,0,0,0,0,1,2020,12,7.065535392139054
Brown Eyed Girls,apop_entertainment,0,2006,2017.0,5,0,4,4,4,0,1,6,3,2,0,8,0,0,0,0,0,0,10,2020,29,11.743107540979679
Busters,colabs,0,2017,2021.0,4,0,4,0,5,10,0,0,1,0,3,1,0,0,0,0,0,0,0,2020,5,4.9087892218071545
BVNDIT,mnh_entertainment,0,2019,2021.0,7,0,5,5,5,0,0,0,2,0,0,4,0,0,0,0,0,0,0,2020,6,3.4493032544026505
Byulzzi,the_new_entertainment,0,2020,2021.0,4,0,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020,1,2.054502030104871
Celeb Five,contents_lab_vivo,0,2018,2019.0,1,0,4,4,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2019,3,2.22536899525295
Cherry Bullet,fnc_w,0,2019,2022.0,12,0,7,7,10,3,0,0,1,0,2,2,0,0,0,0,0,0,0,2021,5,4.183345678539624
Chic Angel,liz_entertainment,0,2015,2018.0,6,0,4,4,6,2,0,0,0,0,0,3,1,0,0,0,0,0,4,2020,8,4.036384503469478
CHIC&IDLE,liz_entertainment,0,2020,2020.0,2,0,9,9,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020,1,1.2893485888748728
cignature,j9_entertainment,0,2020,2022.0,7,0,5,5,7,2,0,0,0,1,0,2,0,0,0,0,0,0,1,2020,4,3.016618739952847
CLC,cube_entertainment,0,2015,2020.0,7,0,6,6,6,1,0,0,8,0,1,4,0,0,2,0,0,0,4,2021,19,6.436181222141514
CoCo,fancy_factory,0,2019,2022.0,6,0,6,3,7,11,0,0,0,0,0,2,0,0,0,0,0,0,0,2020,2,4.083601550670906
Cookie,hr_entertainment,0,2021,2022.0,2,0,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2021,1,1.6826272036022232
CRAXY,sai_entertainment,0,2020,2022.0,6,0,5,5,5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2020,3,3.0272566467980937
DESTINY,fate_entertainment,0,2018,2019.0,3,0,4,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2019,2,2.211259291465595
DIA,colabs,0,2015,2020.0,5,1,7,4,7,5,2,2,6,0,0,1,0,0,0,0,0,0,1,2020,10,6.11331149563533
Dream Candy,colabs,0,2020,2022.0,2,0,7,3,7,8,0,0,0,0,0,2,0,0,0,0,0,0,0,2020,2,3.005289987605522
Dreamcatcher,dreamcatcher_company,0,2017,2022.0,8,0,7,7,7,0,0,1,6,1,2,0,2,1,0,0,4,3,1,2021,21,6.384399383473308
DreamNote,ime_korea,0,2018,2020.0,5,0,6,6,8,2,0,0,0,0,3,0,0,0,0,0,0,0,0,2020,3,2.9953294826446353
ELRIS,hunus_entertainment,0,2017,2019.0,6,0,7,6,6,1,0,0,4,0,0,1,0,0,0,0,0,0,1,2020,6,3.386663853604759
Episode,pops_entertainment,0,2015,2019.0,7,0,5,1,4,11,0,0,0,0,0,4,0,0,0,0,0,0,0,2020,4,4.998218168824337
EVERGLOW,yue_hua_entertainment,0,2019,2021.0,6,0,6,6,6,0,0,0,2,0,3,0,0,0,0,0,0,0,1,2021,6,3.3566843643512527
EXID,tokuma_japan_communications,0,2012,2020.0,10,0,5,3,5,6,0,1,5,0,2,9,0,2,0,0,2,3,2,2020,26,9.206392336405898
FANATICS,fent,0,2019,2020.0,4,0,6,6,6,0,1,0,2,0,0,1,0,0,0,0,0,0,0,2021,3,2.332505278628801
Fanxy Red,tov_entertainment,0,2017,2019.0,2,1,4,4,7,3,0,0,0,0,1,0,0,0,0,1,2,0,0,2020,4,2.934415383399582
fromis_9,off_the_record_entertainment,0,2017,2020.0,8,0,9,9,9,0,0,0,3,0,2,1,1,0,0,0,0,0,0,2021,7,3.6076398903972233
FAVORITE,astory_entertainment,0,2017,2019.0,6,0,6,6,6,0,0,0,3,0,0,1,0,0,0,0,1,0,0,2020,5,3.0705951568682224
flor_us,yeom_entertainment,0,2018,2020.0,3,0,3,3,4,1,0,0,0,0,0,4,0,0,0,0,0,0,0,2020,4,2.930271246991637
Floria,dk_entertainment,0,2020,2021.0,4,0,4,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2020,2,2.259314048328662
FlyWithMe,fa_entertainment,0,2018,2020.0,0,0,5,3,3,2,0,0,0,0,0,4,0,0,0,0,0,0,0,2020,4,2.5829109498771174
G-reyish,big_ocean_enm,0,2017,2020.0,6,0,4,3,4,1,0,0,1,0,0,6,0,0,0,0,0,0,0,2021,7,3.9390058165304964
Gavy NJ,good_fellas_entertainment,0,2005,2022.0,3,0,3,0,3,7,0,7,3,0,0,23,0,0,0,0,0,0,17,2020,50,17.929408484738346
GFRIEND,source_music,0,2015,2022.0,11,0,6,6,6,0,0,3,10,0,0,0,0,1,0,0,3,2,2,2020,21,8.326186999817992
GIRL CRUSH,dam_entertainment,0,2019,2020.0,3,0,4,4,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2019,1,2.079016559493027
GIRLKIND,nextlevel_entertainment,0,2018,2020.0,4,1,5,0,5,0,1,0,0,0,0,4,1,0,0,0,0,0,0,2020,5,2.84522615997912
Girls' Generation,sm_entertainment,0,2007,2020.0,8,0,8,8,9,1,2,6,4,4,2,5,5,3,0,0,9,3,7,2017,48,13.803270222452895
Girls2000,colabs,0,2020,2022.0,5,0,4,4,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2021,3,2.5379301969864514
GLOSS,futures,0,2019,2020.0,2,0,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2019,1,1.8071167515026332
GsA,roots_entertainment,0,2017,2019.0,5,0,3,3,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,2019,3,3.3036805583183337
GWSN,miles,0,2018,2020.0,8,0,7,7,7,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2020,6,3.2982109569172025
Hashtag,luk_factory,0,2017,2018.0,5,0,7,7,7,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2019,3,2.4751528362021844
HeyGirls,moai_entertainment,0,2012,2018.0,5,1,6,0,6,21,0,0,0,0,0,7,1,0,0,0,0,0,0,2021,8,7.3501375813865195
HeyMiss,cg_entertainment,0,2016,2018.0,2,0,3,3,8,5,0,0,0,0,0,1,0,0,0,0,0,0,0,2016,1,2.8981413539983407
HI CUTIE,space_music_entertainment,0,2017,2021.0,5,0,4,3,5,3,0,0,0,0,0,9,0,0,0,0,0,0,1,2021,10,4.758925053840585
Hibana,to_hermitage,0,2020,2021.0,3,0,3,3,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2020,2,2.258415164910261
HighSchool,richworld_entertainment,0,2017,2020.0,6,0,3,1,4,5,0,0,1,0,0,2,0,0,0,0,0,0,0,2020,3,3.7501186621764617
HIGHTEEN,illusion_entertainment,0,2016,2018.0,5,0,4,4,4,0,0,0,2,0,0,2,0,0,0,0,0,0,1,2018,5,3.193885423595134
HINT,starpro_entertainment,0,2017,2019.0,5,0,5,5,8,3,0,0,1,0,0,2,1,0,0,0,0,0,0,2020,4,3.283911079765062
HOLICS,lpa_entertainment,0,2016,2019.0,5,0,5,3,5,7,0,0,0,0,3,1,0,0,0,0,0,0,0,2019,4,4.256744389794449
Honey Popcorn,kyun_create,0,2018,2020.0,3,0,5,2,3,4,0,0,2,0,0,0,0,0,0,0,0,1,0,2019,3,2.9450441482613456
HOT ISSUE,s2_entertainment,0,2021,2022.0,8,0,7,7,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2021,1,2.076790470132366
I.C.E,hs_entertainment,0,2015,2017.0,4,0,3,3,4,2,0,0,1,0,0,3,0,0,0,0,0,0,0,2020,4,3.4008065521184676
ICU,liz_entertainment,0,2019,2021.0,5,0,5,5,5,0,0,0,0,0,0,2,2,0,0,0,0,1,2,2021,7,3.029128722756525
ITZY,jyp_entertainment,0,2009,2012.0,8,0,5,5,5,0,0,0,4,0,0,2,0,0,0,0,0,1,0,2021,7,4.355354733516748
KAACHI,frontrow_records,0,2020,2021.0,5,0,4,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2020,2,2.3052951183821335
LABOUM,laboum,0,2014,2020.0,10,0,5,5,6,1,0,1,2,0,6,4,0,1,0,0,1,1,1,2020,17,7.108706745770661
LADIES' CODE,polaris_entertainment,0,2013,2018.0,6,0,3,3,5,2,0,0,4,0,2,4,2,0,0,0,0,0,1,2019,13,5.753514811924887
LAYSHA,a1_entertainment,0,2015,2019.0,4,0,4,2,4,8,0,0,0,0,0,5,0,0,0,0,0,0,0,2019,5,4.50625850119296
Like Me,space_music_entertainment,0,2020,2021.0,1,0,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020,1,1.6356092901439325
Little Cheer Girl,rainbow_company,0,2015,2020.0,3,0,5,0,5,20,0,0,0,0,0,5,0,0,0,0,0,0,0,2020,5,6.257536583032007
LIVE HIGH,crayon_star_entertainment,0,2013,2017.0,8,0,3,1,4,6,0,0,0,0,0,5,0,0,0,1,0,0,0,2019,6,4.984167936930888
LOO??,blockberrycreative,0,2016,2022.0,9,0,12,12,12,0,3,0,3,1,12,3,0,0,0,0,0,0,0,2020,19,6.887821715412414
Lovelyz,woollim_entertainment,0,2014,2020.0,6,0,8,8,8,0,0,2,7,1,1,2,1,0,0,0,0,0,4,2020,18,6.863861493023833
LUNARSOLAR,j_planet_entertainment,0,2020,2021.0,5,0,4,4,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2021,2,2.4318583530921103
Lusty,babaplay,0,2019,2020.0,3,0,5,5,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2020,2,1.9758134628075226
MAJORS,ans_entertainment,0,2021,2022.0,6,0,6,6,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2021,2,2.1701036763693935
Maka Maka,bluemoon_entertainment,0,2020,2021.0,6,0,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020,1,2.0908180494508173
MAMAMOO,rbw,0,2014,2024.0,7,0,4,4,4,0,0,2,10,0,0,6,5,2,1,0,4,0,14,2021,44,11.147397145701447
Milkyway,juju_sisters,0,2019,2020.0,2,0,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020,1,1.7160120737671178
Mini Little Cheer Girl,rainbow_company,0,2019,2020.0,3,0,5,2,6,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2021,2,2.2205469603618013
MOMOLAND,mld_entertainment,0,2016,2021.0,7,0,6,6,7,3,0,0,5,1,3,1,0,1,0,0,3,0,5,2021,19,6.113435731190549
My Darling,al_entertainment,0,2018,2021.0,6,0,3,1,3,7,0,0,0,0,0,3,0,0,0,0,0,0,0,2019,3,4.001246954104261
NATURE,n.ch_entertainment,0,2018,2021.0,9,0,9,8,9,2,0,0,2,0,3,0,0,0,0,0,1,0,2,2020,8,4.09975481174807
OH MY GIRL,wm_entertainment,0,2015,2022.0,10,0,7,7,8,1,1,1,8,1,0,1,0,3,0,0,1,6,11,2021,32,7.913711759179563
ONE,onecompany2020,0,2020,2021.0,0,0,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020,1,1.5263466027354582
PIERCE,clevr_e&m,0,2018,2021.0,1,0,5,3,5,6,0,0,0,0,0,6,0,0,0,0,0,0,0,2021,6,3.8079922768218637
PinkFantasy,mydoll_entertainment,0,2018,2021.0,4,0,5,5,8,3,3,0,0,0,2,3,0,0,0,0,1,0,0,2021,6,3.6923358350391453
PIXY,colabs,0,2020,2021.0,5,0,6,6,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2021,2,2.1349869381969455
Pocket Girls,missdica_entertainment,0,2015,2017.0,4,0,3,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2017,2,2.5983609784602066
PRECIOUS,umi_entertainment,0,2020,2021.0,5,0,5,5,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2020,2,2.277472058001621
PRISM,lch_entertainment,0,2017,2019.0,4,0,4,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2019,2,2.7080409939881207
PRITTI-G,colabs,0,2015,2018.0,3,0,6,3,5,8,0,0,0,0,0,5,0,0,0,0,0,0,0,2017,5,4.214786458313469
Pungdeng-E,doma_entertainment,0,2013,2018.0,6,0,3,3,3,0,0,1,3,0,0,8,2,1,0,0,1,0,1,2019,17,6.303588099159612
PURPLE,luk_factory,0,2018,2019.0,0,0,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2018,1,1.7419408283713835
PURPLE K!SS,rbw,0,2018,2020.0,7,0,7,5,6,3,0,0,1,0,0,2,0,0,0,0,0,0,0,2021,3,3.1074436235288516
PURPLEBECK,majesty_entertainment,0,2019,2021.0,5,0,5,5,5,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2020,3,2.647534703196939
Q6IX,retro_entertainment,0,2019,2020.0,1,0,5,2,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,2020,2,2.327295826708692
QODES,ej_music_entertainment,0,2021,2023.0,4,0,4,4,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2021,6,3.06432797144069
RE:KIDS ANGEL,retune_music,0,2020,2021.0,4,0,4,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2021,2,2.196032430973659
RE:KIDS BLOOM,retune_music,0,2020,2021.0,4,0,5,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2021,1,2.034929795215774
Red Mint,redmintwo,0,2018,2020.0,1,0,2,2,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2021,2,2.500217513283502
Red Velvet,sm_entertainment,0,2014,2021.0,9,0,5,5,5,0,1,2,9,2,0,8,0,10,2,0,0,3,4,2020,40,8.211557284551347
REDSQUARE,iconic_mne,0,2020,2021.0,4,0,5,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2020,1,1.9355742919888428
Refiners,unknown,0,2019,2020.0,0,0,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2019,1,1.5885913766856703
Rocket Punch,woollim_entertainment,0,2019,2021.0,9,0,6,6,6,0,0,0,3,0,1,0,0,0,0,0,0,0,1,2021,5,3.3371752885482238
S.I.S,xx_entertainment,0,2017,2020.0,7,1,4,4,6,2,0,0,0,0,4,0,0,0,0,0,0,0,1,2020,5,3.904764384474035
SATURDAY,sd_entertainment,0,2018,2022.0,6,0,5,3,7,6,0,0,0,0,3,2,2,0,0,0,0,0,0,2021,7,4.612592890588758
SECRET NUMBER,vine_entertainment,0,2020,2021.0,4,0,5,5,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2020,2,2.231490987948135
Six Bomb,world_event_agency,0,2015,2019.0,3,0,3,2,4,5,1,0,0,0,0,8,0,0,0,0,0,0,0,2018,8,4.698094365587167
SKYGIRLS,colabs,0,2019,2020.0,3,0,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2019,1,1.9163794389111075
SONAMOO,ts_entertainment,0,2014,2017.0,6,0,5,5,7,2,0,0,3,0,1,2,0,0,0,0,0,0,2,2019,8,4.352798873813697
SONOKI,independent,0,2020,2021.0,3,0,4,4,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2020,1,2.016771785542815
STAYC,high_up_entertainment,0,2020,2021.0,6,0,6,6,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2021,2,2.358911685029568
Sunny Hill,bod_entertainment,0,2007,2016.0,4,0,4,1,3,6,0,1,4,0,2,9,2,0,0,0,0,0,11,2021,29,9.922364190457543
TeensEL,el_movement,0,2018,2022.0,3,0,6,1,8,14,0,2,0,0,0,0,0,0,0,0,0,0,0,2019,2,5.412499258363553
The Pink Lady,od_entertainment,0,2019,2020.0,3,0,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2019,1,1.8252747611755922
Tier 4,independent,0,2020,2021.0,0,0,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2020,2,1.6768853043674028
TRI.BE,tr_entertainment,0,2020,2021.0,6,0,7,7,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2021,2,2.267807007294067
TWEETY,time_entertainment,0,2015,2020.0,4,0,2,1,6,11,0,0,0,0,0,8,0,0,0,0,0,0,0,2019,8,5.8742844542226464
TWICE,jyp_entertainment,0,2015,2026.0,15,0,9,9,9,0,0,5,10,6,0,1,0,2,1,0,8,5,0,2021,38,11.841407650307602
Venus,colabs,0,2019,2020.0,0,0,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2019,1,1.6796960544211856
VIOLET,afreecatv,0,2019,2020.0,0,0,5,5,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2019,1,1.6601238195320889
Vitamin,clevr_e&m,0,2015,2022.0,2,0,4,1,7,16,0,0,0,0,0,13,2,0,0,0,0,0,0,2020,15,7.750988123129659
We Girls,aftermoon_entertainment,0,2017,2021.0,4,0,8,1,3,13,0,0,1,0,1,2,0,0,0,0,0,0,0,2019,4,4.6730835592966
Weeekly,play_m_entertainment,0,2020,2022.0,7,0,7,7,7,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2021,5,2.8199224677182
Weki Meki,fantagio_music,0,2017,2021.0,8,0,8,8,8,0,0,0,4,0,2,1,2,0,0,0,0,0,3,2020,12,4.545435628550607
WIZ N,colabs,0,2020,2020.0,0,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020,1,1.3441372472644417
WJMK,colabs,0,2018,2019.0,0,0,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2018,1,1.7419408283713835
WJSN,colabs,0,2016,2020.0,7,4,9,13,13,0,2,1,9,1,0,0,1,0,0,0,0,0,0,2021,12,5.097360907165623
woo!ah!,nv_entertainment,0,2020,2022.0,6,0,5,5,6,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2021,3,2.9085701793062952
XoX,hakjam_company,0,2017,2020.0,3,0,3,0,3,10,0,0,0,0,0,2,0,0,0,0,0,0,0,2018,2,3.990979948970505
XUM,a100_entertainment,0,2020,2021.0,6,0,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2020,2,2.4868477239087525
YPDA,j_company_entertainment,0,2018,2020.0,4,0,2,2,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,2018,1,3.2578201545181145
015b,the015b,1,2006,2018.0,3,0,2,2,2,0,0,4,1,3,1,11,0,0,0,0,0,0,28,2020,48,13.457527765263308
100%,top_media,1,2012,2018.0,10,4,4,4,7,3,1,0,6,0,2,2,0,0,0,0,5,0,0,2019,15,6.649222532190919
24k,choeun_entertainment,1,2012,2019.0,8,0,5,0,5,16,1,1,5,0,2,0,0,0,0,0,0,0,0,2018,8,7.777275023660337
2z,gogo2020,1,2020,2023.0,5,0,5,5,6,1,0,1,0,2,0,3,0,0,0,0,0,0,0,2021,6,3.611542498935165
4men,major9,1,1998,2012.0,1,0,3,0,4,11,0,6,5,3,0,6,0,0,0,0,0,0,20,2021,40,15.321407335668482
5tion,iv_entertainment,1,2001,2013.0,5,0,5,1,5,16,0,3,1,0,2,15,0,1,0,0,5,0,1,2020,28,12.965330902056323
a.c.e,beat_interactive,1,2017,2021.0,10,1,5,5,5,0,0,0,3,1,2,1,2,0,0,0,0,3,2,2021,14,5.201906167641312
A.clan,colabs,1,2012,2018.0,5,0,4,1,5,10,0,0,2,0,2,8,0,0,0,0,0,0,0,2016,12,6.906340887127641
AB6IX,brand_new_music,1,2019,2022.0,6,0,4,4,5,1,1,1,0,5,0,0,0,0,0,0,0,0,2,2021,8,3.8015967505607904
AboutU,colabs,1,2018,2022.0,5,0,3,3,4,1,0,0,0,1,0,11,0,0,0,0,0,0,0,2021,12,4.885332153732222
AlphaBAT,apb_entertainment,1,2013,2018.0,10,1,5,3,9,8,0,0,2,0,3,4,1,0,0,0,0,0,0,2020,10,6.489945714494468
Apeace,golden_goose_entertainment,1,2010,2017.0,4,2,12,0,21,27,3,0,2,0,0,0,0,3,1,0,10,0,0,2019,16,7.694787860154648
apl,dam_entertainment,1,2016,2019.0,3,0,5,5,5,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2017,3,3.5017124974845473
argon,msh_entertainment,1,2019,2020.0,6,0,6,6,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2019,2,2.3697760169106203
ashgray,bigfoot_records,1,2009,2016.0,3,0,2,2,4,2,0,1,2,0,0,13,0,0,0,0,0,0,6,2018,22,8.016136331586864
Astro,fantagio_music,1,2016,2023.0,11,0,6,6,6,0,1,3,7,1,0,3,1,0,1,0,0,0,1,2021,17,7.8894356127333225
ateenz,kq_entertainment,1,2018,2021.0,7,1,8,8,8,0,0,1,6,1,0,0,0,2,1,0,0,0,2,2021,13,4.320921203479756
ATO6,yg_kplus,1,2021,2021.0,0,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2021,1,1.2818924733142438
aweek,illusion_entertainment,1,2018,2020.0,7,2,7,7,8,1,0,0,1,0,1,1,0,0,0,0,0,0,0,2020,3,2.845450999720015
B.I.G,gh_entertainment,1,2014,2018.0,3,0,4,3,5,3,1,0,1,0,7,2,0,0,0,0,0,0,1,2019,11,5.414641576249252
B1A4,wm_entertainment,1,2011,2020.0,6,2,5,5,5,0,0,4,7,0,0,4,0,5,0,0,10,1,8,2020,39,10.288206254128397
