group_name,company,group_type,debute_year,disband_year,current_status,social_accounts,inactive_members,current_members,original_members_remainding,initial_members,member_changes,subunits,albums,mini_albums,other_albums,singles,digital_singles,other_singles,foreign_albums,foreign_mini_albums,foreign_other_album,foreign_singles,foreign_digital_singles,foreign_other_singles,others,last_production_year
Sunny Days,haeun_entertainment,Female,2012,2016,Disband,3,0,5,1,6,11,0,0,0,0,0,6,1,0,0,0,0,0,0,1,2015
Sunny Hill,bod_entertainment,Female,2007,0,Active,4,0,4,1,3,6,0,1,4,0,2,9,2,0,0,0,0,0,0,11,2021
Sunny Play,make_d_entertainment,Female,2017,2018,Disband,0,0,9,9,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017
SUPA,sp_entertainment,Female,2016,2018,Disband,1,0,5,4,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2017
SWAN,forasia_entertainment,Female,2007,2007,Disband,0,0,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2007
Swi.T,yg_entertainment,Female,2002,2004,Disband,0,0,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2002
Switch Berry,dam_entertainment,Female,2012,2018,Disband,2,0,4,0,4,15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2016
T-ARA,mbk_entertainment,Female,2009,2017,Disband,4,0,4,4,6,4,2,1,9,2,0,10,0,3,0,0,9,1,0,11,2017
T.T.Ma,music_factory_entertainment,Female,1999,2002,Disband,0,0,5,3,5,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2007
Tahiti,dreamstar_entertainment,Female,2012,2018,Disband,6,0,4,3,6,7,0,0,2,0,0,5,0,0,0,0,0,0,0,2,2016
TeensEL,el_movement,Female,2018,0,Active,3,0,6,1,8,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2019
The Ark,music_k_entertainment,Female,2015,2016,Disband,5,0,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015
THE GLOSS,mgmc_korea_limited,Female,2013,2014,Disband,5,0,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2013
The Grace,sm_entertainment,Female,2005,2015,Disband,0,0,3,3,4,1,0,1,0,0,4,0,0,2,0,0,7,0,0,0,2013
The Lush,oscar_entertainment,Female,2013,2017,Disband,0,0,3,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,2017
The Pink Lady,od_entertainment,Female,2019,0,Active,3,0,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2019
The SeeYa,core_contents_media,Female,2012,2016,Disband,0,0,4,4,4,0,0,0,1,0,0,4,0,0,0,0,0,0,0,3,2014
The Starz,shin_enetrtainment,Female,2015,2017,Disband,0,0,4,4,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2016
Tier 4,independent,Female,2020,0,Active,0,0,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2020
TINT,gh_entertainment,Female,2013,2015,Disband,3,0,5,5,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2014
Tiny-G,gng_production,Female,2012,2015,Disband,0,0,3,3,4,1,1,0,0,0,0,4,0,0,0,0,0,1,0,2,2014
To-Ya,norman_entertainment,Female,2000,2003,Disband,0,0,3,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2001
TREN-D,baeksang_entertainment,Female,2013,2016,Disband,4,0,5,1,5,8,0,0,0,1,0,3,0,0,0,0,0,0,0,0,2015
TRI.BE,tr_entertainment,Female,2020,0,Active,6,0,7,7,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2021
TROPICAL,luk_factory,Female,2018,2019,Disband,4,0,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2018
TURAN,starpro_entertainment,Female,2013,2016,Disband,2,0,6,0,7,14,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2016
TWEETY,time_entertainment,Female,2015,0,Active,4,0,2,1,6,11,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2019
TWICE,jyp_entertainment,Female,2015,0,Active,15,0,9,9,9,0,0,5,10,6,0,1,0,2,1,0,8,5,0,0,2021
Two X,star_gaze_entertainment,Female,2012,2017,Disband,4,0,4,4,5,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2016
U-HOO,vida_records,Female,2017,2018,Disband,0,0,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017
U-US,erum_entertainment,Female,2016,2019,Disband,0,0,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018
UNI.T,pocketdol_studio,Female,2018,2018,Disband,5,0,9,9,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2018
UNICA,j-mate_entertainment,Female,2017,2018,Disband,3,0,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017
Unicorn,cartoon_blue_company,Female,2015,2017,Disband,5,0,4,4,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2016
UNIZ,c2k_entertainment,Female,2015,2016,Disband,2,0,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015
Ureka,hy_company,Female,2016,2018,Disband,2,0,4,4,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016
Vanilla Lucy,hanmaek_entertainment,Female,2010,2011,Disband,1,0,4,4,5,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2011
Various,cowl_entertainment,Female,2016,2018,Disband,5,0,4,1,5,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2018
Venus,colabs,Female,2019,0,Active,0,0,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2019
Vetty-L,oh_entertainment,Female,2014,2016,Disband,3,0,3,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2015
VIOLET,afreecatv,Female,2019,0,Active,0,0,5,5,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2019
Vitamin,clevr_e&m,Female,2015,0,Active,2,0,4,1,7,16,0,0,0,0,0,13,2,0,0,0,0,0,0,0,2020
VIVA,shine_e&m,Female,2017,2019,Disband,0,0,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017
VIVIDIVA,dn_entertainment,Female,2015,2016,Disband,5,0,5,5,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2015
WANNA.B,zenith_media_contents,Female,2014,2019,Disband,6,0,4,0,4,11,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2019
Wassup,colabs,Female,2013,2019,Disband,3,0,4,4,7,3,0,0,3,0,0,5,0,0,0,0,0,0,0,1,2017
We Girls,aftermoon_entertainment,Female,2017,0,Active,4,0,8,1,3,13,0,0,1,0,1,2,0,0,0,0,0,0,0,0,2019
Weeekly,play_m_entertainment,Female,2020,0,Active,7,0,7,7,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,2021
Weki Meki,fantagio_music,Female,2017,0,Active,8,0,8,8,8,0,0,0,4,0,2,1,2,0,0,0,0,0,0,3,2020
Whiteday,wd_entertainment,Female,2019,2020,Disband,5,0,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2019
WIZ N,colabs,Female,2020,0,Active,0,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2020
WJMK,colabs,Female,2018,0,Active,0,0,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2018
WJSN,colabs,Female,2016,0,Active,7,4,9,13,13,0,2,1,9,1,0,0,1,0,0,0,0,0,0,0,2021
Wonder Girls,jyp_entertainment,Female,2007,2017,Disband,3,0,4,3,6,5,0,3,2,0,4,5,0,1,2,0,0,7,0,1,2017
woo!ah!,nv_entertainment,Female,2020,0,Active,6,0,5,5,6,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2021
XoX,hakjam_company,Female,2017,0,Active,3,0,3,0,3,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2018
XUM,a100_entertainment,Female,2020,0,Active,6,0,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2020
Ye-A,colabs,Female,2014,2015,Disband,3,0,7,4,8,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2014
Year 7 Class 1,dareun_byeol_entertainment,Female,2014,2018,Disband,5,0,7,7,7,0,0,0,1,0,0,7,0,0,0,0,1,0,0,0,2017
Yellow Bee,addiction_entertainment,Female,2017,2020,Disband,4,0,5,0,5,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2019
YJIG,gr_entertainment,Female,2018,2019,Disband,4,0,3,2,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2018
YPDA,j_company_entertainment,Female,2018,0,Active,4,0,2,2,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2018
015b,the015b,Male,1990,1996,Disband,3,0,4,4,4,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,1996
015b,the015b,Male,2006,0,Active,3,0,2,2,2,0,0,4,1,3,1,11,0,0,0,0,0,0,0,28,2020
100%,top_media,Male,2012,0,Active,10,4,4,4,7,3,1,0,6,0,2,2,0,0,0,0,5,0,0,0,2019
14U,bg_entertainment,Male,2017,2019,Disband,7,0,14,13,14,2,0,0,0,0,3,1,0,0,0,0,0,0,0,1,2018
1Team,liveworks_company,Male,2019,2021,Disband,6,0,5,5,5,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2020
1the9,colabs,Male,2020,2020,Disband,5,0,9,9,9,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,2020
1tym,yg_entertainment,Male,1998,2006,Disband,1,0,4,4,4,4,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2005
24k,choeun_entertainment,Male,2012,0,Active,8,0,5,0,5,16,1,1,5,0,2,0,0,0,0,0,0,0,0,0,2018
2am,jyp_entertainment,Male,2008,2015,Disband,4,0,4,4,4,0,0,3,3,0,2,0,0,1,0,0,5,1,0,0,2014
2pm,jyp_entertainment,Male,2008,2017,Disband,8,0,6,6,7,1,0,6,1,0,3,6,0,5,0,0,12,0,0,1,2016
2z,gogo2020,Male,2020,0,Active,5,0,5,5,6,1,0,1,0,2,0,3,0,0,0,0,0,0,0,0,2021
4men,major9,Male,1998,0,Active,1,0,3,0,4,11,0,6,5,3,0,6,0,0,0,0,0,0,0,20,2021
5tion,iv_entertainment,Male,2001,0,Active,5,0,5,1,5,16,0,3,1,0,2,15,0,1,0,0,5,0,0,1,2020
5urprise,fantagio_music,Male,2014,2020,Disband,1,0,5,5,5,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,2016
A'st1,dsp_media,Male,2008,2009,Disband,0,0,6,6,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2009
A-jax,dsp_media,Male,2012,2019,Disband,7,0,5,4,7,4,0,0,2,0,1,3,0,0,0,0,4,0,0,0,2018
A-prince,excellent_entertainment,Male,2011,2015,Disband,3,0,5,1,5,8,0,0,3,0,1,3,0,0,0,0,0,0,0,0,2014
a.c.e,beat_interactive,Male,2017,0,Active,10,1,5,5,5,0,0,0,3,1,2,1,2,0,0,0,0,3,0,2,2021
A.clan,colabs,Male,2012,0,Active,5,0,4,1,5,10,0,0,2,0,2,8,0,0,0,0,0,0,0,0,2016
A6P,ds_entertainment,Male,2015,2016,Disband,3,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015
AA,wellmade_starm,Male,2011,2015,Disband,4,0,6,5,5,1,1,0,1,0,1,3,0,0,0,0,0,0,0,0,2013
AB6IX,brand_new_music,Male,2019,0,Active,6,0,4,4,5,1,1,1,0,5,0,0,0,0,0,0,0,0,0,2,2021
AboutU,colabs,Male,2018,0,Active,5,0,3,3,4,1,0,0,0,1,0,11,0,0,0,0,0,0,0,0,2021
all-star,burnhard_entertainment,Male,2015,2017,Disband,3,0,2,2,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015
alldayz,guys_ent,Male,2017,2017,Disband,1,0,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017
AlphaBAT,apb_entertainment,Male,2013,0,Active,10,1,5,3,9,8,0,0,2,0,3,4,1,0,0,0,0,0,0,0,2020
Apeace,golden_goose_entertainment,Male,2010,0,Active,4,2,12,0,21,27,3,0,2,0,0,0,0,3,1,0,10,0,0,0,2019
apl,dam_entertainment,Male,2016,0,Active,3,0,5,5,5,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2017
argon,msh_entertainment,Male,2019,0,Active,6,0,6,6,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2019
ashgray,bigfoot_records,Male,2009,0,Active,3,0,2,2,4,2,0,1,2,0,0,13,0,0,0,0,0,0,0,6,2018
astin,kingtop_entertainment,Male,2019,2019,Disband,3,0,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2019
Astro,fantagio_music,Male,2016,0,Active,11,0,6,6,6,0,1,3,7,1,0,3,1,0,1,0,0,0,0,1,2021
ateenz,kq_entertainment,Male,2018,0,Active,7,1,8,8,8,0,0,1,6,1,0,0,0,2,1,0,0,0,0,2,2021
ATO6,yg_kplus,Male,2021,0,Active,0,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2021
aweek,illusion_entertainment,Male,2018,0,Active,7,2,7,7,8,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2020
axisB,axb_entertainment,Male,2016,2017,Disband,6,0,5,5,5,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2017
B.A.P,ts_entertainment,Male,2012,2019,Disband,5,0,4,4,6,2,1,2,5,1,8,4,0,3,0,0,9,0,0,0,2018
B.heart,poong_entertainment,Male,2016,2018,Disband,4,0,4,4,4,0,0,0,1,0,0,5,0,0,0,0,0,0,0,1,2017
B.I.G,gh_entertainment,Male,2014,0,Active,3,0,4,3,5,3,1,0,1,0,7,2,0,0,0,0,0,0,0,1,2019
B.I.T(2017),sd.ent,Male,2017,2017,Disband,0,0,5,5,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2017
B.O.i,m.fel_entertainment,Male,2013,2013,Disband,1,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2013
B1A4,wm_entertainment,Male,2011,0,Active,6,2,5,5,5,0,0,4,7,0,0,4,0,5,0,0,10,1,0,8,2020
Bae173,pocketdol_studio,Male,2020,0,Active,2,0,9,9,9,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2021
baikal,baikal_entertainment,Male,2017,2019,Disband,5,0,7,7,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2018
Bandage,play_m_entertainment,Male,2020,0,Active,4,0,4,4,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2020
BDC,brand_new_music,Male,2019,0,Active,6,0,3,3,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2021
be.A,chrome_entertainment,Male,2014,2017,Disband,5,0,5,5,5,2,0,0,1,0,1,4,0,0,0,0,0,0,0,1,2017
beatwin,elen_entertainment,Male,2017,2017,Disband,6,0,5,5,6,1,0,0,2,0,0,5,0,0,0,0,3,0,0,1,2017
BECZ,h&h_entertainment,Male,2020,2020,Disband,0,0,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2020
Boyfriend,starship_entertainment,Male,2011,2019,Disband,3,0,6,6,6,0,0,1,5,0,3,3,0,3,1,0,12,0,0,0,2019
bga,wong_fu_productions,Male,2016,0,Active,1,0,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017
big brain,major9,Male,2015,2017,Disband,4,0,4,4,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2016
bigbang,yg_entertainment,Male,2006,0,Active,5,0,4,4,5,1,0,3,5,11,7,1,4,4,3,11,5,0,0,0,2018
bigflo,colabs,Male,2014,0,Active,6,0,3,5,0,9,1,0,5,0,0,1,0,0,1,0,1,0,0,0,2018
bigstar,brave_entertainment,Male,2012,2019,Disband,5,0,5,5,5,0,0,0,3,0,0,4,0,0,0,0,0,0,0,1,2015
BLACK6IX,black_hole_entertainment,Male,2017,2021,Disband,5,0,6,6,6,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,2020
BLANC7,jackpot_entertainment,Male,2017,2019,Disband,5,0,7,7,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2018
BLAST,kings_entertainment,Male,2014,2015,Disband,2,0,5,0,5,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2014
BLITZERS,wuzo_entertainment,Male,2020,0,Active,5,0,7,7,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2021
BLK,byking_entertainment,Male,2017,2018,Disband,5,0,7,6,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
block b,seven_seasons,Male,2011,0,Active,5,4,7,7,7,0,2,1,6,0,2,2,0,1,1,0,6,0,0,4,2018
block chain,af_entertainment,Male,2018,0,Active,2,0,5,5,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2020
Boys Republic,colabs,Male,2013,2018,Disband,6,0,5,5,5,0,0,0,3,0,0,5,0,1,0,0,5,0,0,1,2018
BOYS24,cj_e&m,Male,2016,2017,Disband,1,0,8,8,8,0,5,2,0,0,1,1,0,0,0,0,0,0,0,0,2017
BLT,colabs,Male,2014,2015,Disband,4,0,7,4,7,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
BTOB,cube_entertainment,Male,2012,0,Active,11,2,6,6,7,1,2,2,11,2,0,6,4,1,0,0,7,0,0,6,2018
BTS,bighit_music,Male,2013,0,Active,13,0,7,7,7,0,0,4,7,3,1,4,1,4,0,3,10,5,1,2,2020
build up,inakist_entertainment,Male,2019,0,Active,4,1,6,2,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2020
Buzz(1),in_next_trend,Male,2003,2006,Disband,2,0,5,5,7,2,0,1,3,1,0,3,0,0,0,0,0,0,0,8,2006
Buzz(2),in_next_trend,Male,2014,0,Active,2,0,5,5,5,0,0,3,0,1,0,9,0,0,0,0,0,0,0,1,2021
BXK,new_planet_entertainment,Male,2020,0,Active,6,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2020
Bz boys,chrome_entertainment,Male,2019,0,Active,7,0,5,5,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2019
C-CLOWN,yedang_entertainment,Male,2012,2015,Disband,0,0,6,6,6,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,2014
Champs,js_entertainment,Male,2013,2015,Disband,2,0,5,5,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2014
cici,upvote_entertainment,Male,2019,2019,Disband,5,0,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2019
ciipher,rain_company,Male,2021,0,Active,6,0,7,7,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2021
CIX,c9_entertainment,Male,2019,0,Active,7,0,5,5,5,0,0,0,0,4,0,1,0,0,0,1,2,1,0,0,2021
Classmate,hf_music_company,Male,2017,0,Active,4,0,3,3,3,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,2021
CN19,colabs,Male,2020,0,Active,1,0,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2020
CNBLUE,fnc_entertainment,Male,2009,0,Active,9,0,3,5,5,2,0,2,8,2,0,2,2,8,2,0,15,0,0,0,2021
Code-V,code_m_agency,Male,2010,2018,Disband,3,0,5,3,6,4,0,1,0,0,0,2,0,5,0,1,18,0,0,2,2018
bless,code_m_agency,Male,2007,2010,Disband,3,0,3,3,5,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2009
CRAVITY,starship_entertainment,Male,2020,0,Active,9,0,9,9,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2021
CROSS GENE,amuse_korea,Male,2012,0,Active,5,0,4,3,6,4,0,0,5,0,0,6,0,1,1,1,3,7,0,0,2019
D-CRUNCH,ai_grand_korea,Male,2018,0,Active,7,0,8,8,8,0,1,0,4,0,1,2,0,0,0,0,1,0,0,0,2021
D.COY,rolling_culture_one,Male,2019,0,Active,8,0,5,5,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2020
D1CE,d1ce_entertainment,Male,2019,0,Active,7,1,5,5,5,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,2021
DAY6,colabs,Male,2015,0,Active,8,1,5,5,6,1,1,3,7,0,0,11,0,1,0,0,2,1,0,1,2021
dgna,colabs,Male,2010,0,Active,3,0,4,4,5,1,0,0,2,0,3,2,0,0,2,0,8,0,0,0,2017
dkb,brave_entertainment,Male,2019,0,Active,7,0,9,9,9,0,0,1,3,0,0,0,0,0,1,0,2,0,0,0,2021
dmtn(1),2works_entertainment,Male,2010,2013,Disband,1,0,6,6,6,0,0,0,2,0,0,3,0,0,0,0,0,0,0,1,2013
dmtn(2),8pexcompany,Male,2020,0,Active,1,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2020
DONGKIZ,dongyo_entertainment,Male,2019,0,Active,5,0,5,5,5,0,1,0,1,0,4,3,0,0,0,0,0,0,0,0,2021
Double Eight,hy_company,Male,2015,2017,Disband,3,0,6,3,5,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2017
DRIPPIN,woollim_entertainment,Male,2020,0,Active,6,0,7,7,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2021
Drunken Tiger,feel_ghood_music,Male,1998,2018,Disband,2,0,2,2,2,0,0,10,0,0,0,4,0,0,0,0,0,0,0,4,2018
DUSTIN,lpa_entertainment,Male,2019,0,Active,4,1,7,7,9,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2020
E'LAST,e_entertainment,Male,2020,0,Active,7,0,8,8,8,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2020
E7,excellent_entertainment,Male,2012,2013,Disband,2,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2012
ELVIN CREW,hicc,Male,2017,2017,Disband,3,0,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017
ENHYPEN,belift_lab,Male,2020,0,Active,8,0,7,7,7,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2021
ENOi,kithewhale_company,Male,2019,2021,Disband,2,0,7,7,7,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,2020
EPEX,c9_entertainment,Male,2021,0,Active,8,0,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2021
Epik High,ours_co.,Male,2003,0,Active,5,0,3,3,3,0,0,10,1,4,0,2,0,2,0,0,0,1,0,6,2018
EXO,sm_entertainment,Male,2012,0,Active,9,5,9,9,12,3,4,6,2,9,0,4,1,1,0,0,3,1,1,1,2020
EXP EDITION,immabb_entertainment,Male,2016,0,Active,5,0,4,4,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2018
F.able,haeirum_entertainment,Male,2020,0,Active,5,0,3,2,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2020
F.CUZ,on_the_bill_company,Male,2010,0,Active,4,2,5,3,4,3,0,0,4,0,0,8,1,0,2,0,10,0,0,5,2020
FALLANC,rf_entertainment,Male,2018,2019,Disband,2,0,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2018
FameUs,colabs,Male,2014,2016,Disband,3,0,6,6,6,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2015
FANXY CHILD,koz_entertainment,Male,2019,0,Active,0,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2019
Forestella,colabs,Male,2018,0,Active,2,0,4,4,4,0,0,2,0,0,0,5,0,0,0,0,0,0,0,11,2020
FTISLAND,fnc_entertainment,Male,2007,0,Active,7,2,3,3,5,3,0,7,6,4,0,5,0,10,1,0,21,0,0,0,2019
GHOST9,maroo_entertainment,Male,2020,0,Active,5,0,9,9,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2021
GIDONGDAE,2y_entertainment,Male,2021,2021,Disband,7,0,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2020
god(1),jyp_entertainment,Male,1999,2005,Disband,4,0,5,5,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,2005
god(2),jyp_entertainment,Male,2014,0,Active,4,0,5,5,5,0,0,1,0,2,1,3,0,0,0,0,0,0,0,1,2020
Golden Child,woollim_entertainment,Male,2017,0,Active,9,0,10,10,11,1,0,1,5,0,2,0,1,0,0,0,0,0,0,3,2021
GOT7,jyp_entertainment,Male,2014,0,Active,12,0,7,7,7,0,2,3,11,0,0,4,0,1,4,0,5,4,1,0,2021
