group_name,company,group_type,debute_year,disband_year,current_status,social_accounts,inactive_members,current_members,original_members_remainding,initial_members,member_changes,subunits,albums,mini_albums,other_albums,singles,digital_singles,other_singles,foreign_albums,foreign_mini_albums,foreign_other_album,foreign_singles,foreign_digital_singles,foreign_other_singles,others,last_production_year
GreatGuys,dna_entertainment,Male,2017,0,Active,5,2,9,9,9,0,0,0,2,1,0,4,0,0,0,0,0,0,0,0,2021
H.O.T,sm_entertainment,Male,1996,2001,Disband,0,0,5,5,5,0,0,5,0,4,0,0,0,0,0,0,0,0,0,2,2001
HALO,histar_entertainment,Male,2014,0,Active,6,3,6,6,6,0,0,0,3,0,3,2,0,1,0,0,4,0,0,1,2018
HBY,opus_entertainment,Male,2017,2020,Disband,5,0,4,4,5,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2019
HeartB,marblepop_entertainment,Male,2014,2016,Disband,6,0,4,4,4,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,2015
Herycle,gul_dduk_entertainment,Male,2012,2014,Disband,3,0,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2014
Hidden,yanus_music,Male,2015,2016,Disband,1,0,5,5,5,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2016
HIDDEN FOLDER,colabs,Male,2020,0,Active,2,0,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2020
HIGH4,n.a.p._entertainment,Male,2014,2017,Disband,8,0,4,4,4,0,1,0,2,0,0,5,1,0,2,0,0,0,0,0,2017
Highlightï¿½,around_us_entertainment,Male,2016,0,Active,6,0,4,4,6,2,0,0,3,1,0,2,0,0,0,0,0,0,0,0,2021
BEAST,cube_entertainment,Male,2009,2016,Disband,6,0,4,4,6,2,0,3,8,1,0,11,0,3,0,0,9,8,0,12,2016
HISTORYï¿½,fave_entertainment,Male,2013,2017,Disband,6,0,5,5,5,0,0,0,5,0,1,0,0,0,1,0,2,0,0,0,2016
HONEYST,fnc_entertainment,Male,2017,2019,Disband,6,0,4,4,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,2019
HOTSHOT,star_crew_entertainment,Male,2014,2021,Disband,6,1,6,6,6,0,0,0,2,0,1,2,0,0,0,0,1,0,0,0,2018
Hwang Project,jellyfish_entertainment,Male,2008,2011,Disband,0,0,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2011
I-REX,tarzan_entertainment,Male,2013,2014,Disband,1,0,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2013
ikon,yg_entertainment,Male,2015,0,Active,7,0,6,6,7,1,0,2,3,1,1,4,0,4,3,8,1,2,0,0,2021
im,mbk_entertainment,Male,2017,0,Active,1,1,3,3,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017
IMFACT,star_empire_entertainment,Male,2016,0,Active,6,0,5,5,5,0,0,0,1,0,3,6,0,0,1,0,0,0,0,5,2020
IN2IT,mmo_entertainment,Male,2017,0,Active,6,4,6,6,8,2,0,0,1,0,4,0,0,0,0,0,1,1,0,2,2020
infinte,woollim_entertainment,Male,2010,0,Active,6,2,6,6,7,1,2,3,6,3,2,7,1,3,0,0,6,1,0,3,2019
INX,na_entertainment,Male,2016,2017,Disband,5,0,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017
IZ,music_k_entertainment,Male,2017,0,Active,7,0,4,4,4,0,0,0,2,0,4,2,0,0,0,0,0,0,0,0,2021
JACE,right_achievement_group,Male,2014,2016,Disband,4,0,5,5,5,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,2015
Jacoby Planet,c9_entertainment,Male,2015,0,Active,1,0,4,4,5,1,0,0,1,0,0,3,0,0,0,0,0,0,0,1,2018
JBJ,loen_entertainment,Male,2017,2018,Disband,5,0,6,6,6,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2018
JJCC,jackie_chan_group_korea,Male,2014,0,Active,8,0,5,5,7,2,0,0,2,0,0,4,0,0,0,0,2,0,0,0,2016
JUO,soundbox_music,Male,2020,0,Active,2,0,4,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2020
JYJ,c-jes_entertainment,Male,2010,0,Active,4,0,2,2,3,1,0,2,0,1,0,2,0,1,1,0,1,0,0,0,2015
Kingdomï¿½2018,independent,Male,2018,2018,Disband,0,0,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2018
KINGDOMï¿½2020,gf_entertainment,Male,2021,0,Active,5,0,7,7,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2021
KNK,220_entertainment,Male,2016,0,Active,9,0,5,5,6,1,0,3,0,0,4,2,0,0,0,0,1,0,0,0,2020
KOKOON,yoonseo_group,Male,2018,0,Active,4,0,5,5,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2020
LA POEM,moss_music,Male,2020,0,Active,7,0,4,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2021
LC9,nega_network,Male,2013,2015,Disband,4,0,5,5,6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2014
LedT,starkim_entertainment,Male,2010,2016,Disband,2,0,3,1,5,11,0,0,3,0,2,8,0,0,0,0,0,0,0,2,2014
Like A Movie,top_cloud_entertainment,Male,2018,0,Active,3,0,5,5,6,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2019
Limit,independent,Male,2021,0,Active,2,0,8,8,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2021
LIMITLESSï¿½,ono_entertainment,Male,2019,0,Active,4,0,5,5,6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2019
LST,hyunda_company,Male,2018,0,Active,2,0,5,3,6,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2020
LU:KUS,jwk_entertainment,Male,2014,0,Active,5,0,4,3,5,3,0,0,1,0,0,5,0,0,0,0,3,0,0,1,2019
LUCENTE,noga_entertainment,Male,2018,0,Active,5,3,6,5,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2018
LUNAFLY,nega_network,Male,2012,2017,Disband,4,0,2,2,5,3,0,1,1,0,2,4,0,1,0,0,0,1,0,2,2016
M.Crown,star_pro_entertainment,Male,2015,2016,Disband,3,0,10,10,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015
M.O.N.T,fm_entertainment,Male,2019,0,Active,7,0,3,3,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,2020
MADTOWN,gni_entertainmen,Male,2014,2017,Disband,3,0,7,7,7,0,0,0,3,0,0,1,0,0,1,0,0,0,0,1,2016
MAP6,all-s_company,Male,2015,0,Active,5,4,5,5,5,0,0,0,0,0,3,1,0,2,0,0,4,0,0,0,2019
MASC,j_planet_entertainment,Male,2016,2020,Disband,7,0,4,2,4,6,0,0,1,0,0,3,0,0,0,0,0,0,0,0,2019
MBLAQ,j.tune_camp,Male,2009,0,Active,2,3,3,3,5,2,0,1,6,0,2,2,0,1,0,0,4,0,0,0,2015
MCND,top_media,Male,2020,0,Active,5,0,5,5,5,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2021
MIRAEï¿½,dsp_media,Male,2021,0,Active,7,0,7,7,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2021
MONSTA X,starship_entertainment,Male,2015,0,Active,7,0,6,6,7,1,0,3,9,0,0,3,0,4,0,0,9,6,0,7,2021
MR.MR,e-ho_entertainment,Male,2012,2018,Disband,5,0,5,3,5,6,0,0,2,0,0,7,0,0,0,0,5,0,0,0,2018
MustB,mustm_entertainment,Male,2019,0,Active,7,0,5,5,7,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2020
MVP,ph_entertainment,Male,2017,0,Active,5,0,7,7,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2020
MY.st,mystar_entertainment,Male,2018,0,Active,7,1,5,5,5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2021
MYNAME,h2media,Male,2011,0,Active,9,0,5,5,5,0,0,0,2,0,4,1,0,6,0,0,5,0,0,0,2018
MYTEEN,the_music_works,Male,2017,2019,Disband,4,0,6,6,7,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2018
N-SONIC,c2k_entertainment,Male,2011,2016,Disband,5,0,6,3,6,7,0,0,3,0,0,5,0,0,0,0,0,1,0,1,2016
N.CUS,kyuri_entertainment,Male,2019,0,Active,8,1,9,9,12,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2021
N.Flying,fnc_entertainment,Male,2013,0,Active,12,0,5,3,4,3,0,0,7,0,1,2,1,1,0,0,6,1,0,5,2021
N.O.M,jz_factory_entertainment,Male,2013,0,Active,5,0,3,2,5,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2021
N.tic,yechan_media,Male,2018,0,Active,4,0,4,4,5,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2019
NCT,sm_entertainment,Male,2016,0,Active,11,0,23,14,14,9,4,2,0,0,0,1,0,0,0,0,0,0,0,0,2020
NELL,space_bohemian,Male,2001,0,Active,7,0,4,4,4,0,0,10,2,2,1,10,0,0,0,0,0,1,0,6,2021
NewBlood,hem_entertainment,Male,2015,2016,Disband,1,0,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016
Newkidd,j-flo_entertainment,Male,2019,0,Active,7,1,7,7,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,2020
NewTownBoyz,first_step_company,Male,2016,0,Active,4,0,3,2,4,5,0,1,0,0,0,3,0,0,0,0,0,0,0,2,2018
NOIR,luk_factory,Male,2018,0,Active,7,0,9,9,9,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,2020
NOMï¿½,jm_star_entertainment,Male,2013,2016,Disband,2,0,5,5,5,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,2015
NPI,new_planet_entertainment,Male,2015,2016,Disband,3,0,6,6,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2015
NTB,high_choice_entertainment,Male,2016,0,Active,7,1,6,6,6,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2018
NTX,victory_company,Male,2021,0,Active,3,0,10,10,10,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,2021
NU'EST,pledis_entertainment,Male,2012,0,Active,10,0,5,5,5,0,2,2,8,0,1,1,1,2,0,0,2,3,0,3,2021
NUBOYZ,starship_entertainment,Male,2014,2014,Disband,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014
OFF THE CUFF,purple_entertainment,Male,2021,0,Active,2,0,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2020
ON AIR,jg_entertainment,Male,2020,0,Active,0,0,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2020
One O One,starhaus_entertainment,Male,2015,2019,Disband,5,0,4,4,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2016
ONEUS,rbw,Male,2019,0,Active,8,0,6,6,6,0,0,1,5,0,1,1,0,0,0,0,3,0,0,2,2021
ONEWE,rbw,Male,2016,0,Active,6,0,5,5,5,0,0,1,2,1,1,6,0,0,0,0,0,1,0,1,2020
ONF,wm_entertainment,Male,2017,0,Active,11,0,6,6,7,1,2,1,5,0,0,0,0,0,0,0,2,0,0,6,2021
OnlyOneOf,8d_entertainment,Male,2019,0,Active,7,0,7,7,7,0,0,0,3,0,2,2,0,0,0,0,0,0,0,0,2021
P1Harmony,fnc_entertainment,Male,2020,0,Active,9,0,6,6,6,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2021
PARADISE,hlcompany,Male,2017,0,Active,6,1,5,5,6,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2020
PENTAGON,cube_entertainment,Male,2016,0,Active,13,2,9,9,10,1,0,1,11,0,3,0,0,1,4,0,2,5,0,4,2021
Phantom,brand_new_music,Male,2011,2017,Disband,2,0,3,3,3,0,0,1,2,0,8,0,1,0,0,0,0,0,0,4,2015
PLATINUM78,in_media_a&d,Male,2019,0,Active,3,0,5,0,7,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2019
PLT,planetarium_records,Male,2018,0,Active,5,0,6,6,6,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,2018
PUREBOY,it_entertainment,Male,2014,2018,Disband,4,0,5,0,11,16,1,0,1,0,0,1,0,0,0,0,1,0,0,1,2015
RAINZ,kiss_entertainment,Male,2017,2018,Disband,7,0,7,7,7,0,0,0,2,0,0,1,0,0,0,0,2,0,0,1,2018
RE:KIDS DREAM,retune_music,Male,2020,0,Active,4,0,4,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2021
Rion Five,narda_entertainment,Male,2014,0,Active,7,0,5,5,6,1,0,0,0,0,0,3,1,0,0,0,0,0,0,2,2016
Road Boyz,coconut_entertainment,Male,2015,2016,Disband,5,0,5,5,5,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,2016
ROMEOï¿½,hunus_entertainment,Male,2015,0,Active,5,3,7,7,7,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,2019
SECHSKIES(1),dsp_media,Male,1997,2000,Disband,3,0,6,6,6,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,2000
SECHSKIES(2),yg_entertainment,Male,2016,0,Active,3,0,4,4,6,2,0,1,1,2,0,1,0,0,0,1,0,0,0,2,2020
Seo Taiji and Boys,bando_records,Male,1992,1996,Disband,0,0,3,3,3,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,1996
Seven O'clock,forest_network,Male,2017,2021,Disband,7,0,7,7,8,1,0,0,3,0,1,1,1,0,0,0,0,0,0,4,2020
SEVENTEEN,pledis_entertainment,Male,2015,0,Active,11,0,13,13,13,0,5,3,8,4,0,1,0,0,2,0,3,2,0,5,2021
SF9,fnc_entertainment,Male,2016,0,Active,14,0,9,9,9,0,0,1,8,1,1,0,1,3,0,0,11,0,0,2,2020
SG Wannabe,stone_music_entertainment,Male,2004,0,Active,2,0,3,2,4,2,0,7,2,4,0,4,0,1,0,0,3,0,0,18,2018
SHINee,sm_entertainment,Male,2008,0,Active,10,0,4,4,5,1,0,7,5,4,0,0,0,5,1,0,15,0,0,0,2018
SHINHWA,sm_entertainment,Male,1998,0,Active,6,0,6,6,6,0,0,13,0,9,0,5,1,1,0,0,1,0,0,0,2018
SIGMA,pluswin,Male,2020,0,Active,4,0,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2021
SIGNALï¿½,elmusix,Male,2018,0,Active,4,0,4,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2021
SNUPER,widmay_entertainment,Male,2015,0,Active,10,1,6,6,6,0,0,0,5,1,1,1,1,0,0,0,7,0,0,2,2020
Solid,riak,Male,1993,1997,Disband,5,0,3,3,3,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1997
SPECTRUMï¿½,wynn_entertainment,Male,2018,2020,Disband,6,0,6,6,7,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,2020
SPEED,mbk_entertainment,Male,2013,2015,Disband,2,0,8,8,8,0,0,2,3,0,0,2,0,0,0,0,0,0,0,2,2015
SS501,dsp_media,Male,2005,2010,Disband,0,0,5,5,5,0,1,1,2,2,3,6,0,2,0,0,3,0,0,8,2010
Stray Kids,jyp_entertainment,Male,2018,0,Active,11,1,8,8,9,1,1,1,6,1,0,6,0,2,1,0,1,2,0,4,2020
Super Five,mbc_favorite_entertainment,Male,2020,0,Active,0,0,5,5,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2020
SUPER JUNIOR,sm_entertainment,Male,2005,0,Active,8,1,10,9,12,4,5,10,1,7,0,6,1,1,1,0,12,0,0,3,2021
SUPERKIDS,kids_planet,Male,2019,0,Active,3,0,8,8,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2019
SuperM,sm_entertainment,Male,2019,0,Active,9,1,7,7,7,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,2021
SURPRISE U,fantagio_music,Male,2017,0,Active,2,0,4,4,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2017
T-MAX,planet905_entertainment,Male,2007,2012,Disband,0,0,4,2,3,3,0,1,0,0,1,4,1,0,0,0,1,0,0,5,2011
T.E.N,narda_entertainment,Male,2018,2018,Disband,2,0,10,10,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2018
T1419,mld_entertainment,Male,2021,0,Active,9,0,9,9,9,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,2021
TARGET,kj_music_entertainment,Male,2014,0,Active,8,1,7,7,7,0,0,0,1,0,3,1,0,0,0,0,2,1,0,0,2019
TEEN TOP,top_media,Male,2010,0,Active,9,3,5,5,6,1,0,2,9,0,0,0,0,0,0,0,3,5,0,2,2019
THE BOYZ,cre.ker_entertainment,Male,2017,0,Active,11,0,11,11,12,1,0,1,5,0,2,0,3,1,1,0,0,0,0,2,2021
The King,stallion_entertainment,Male,2014,2019,Disband,5,0,5,5,5,0,0,0,1,0,0,4,0,0,1,0,0,0,0,1,2019
The LEGEND,ss_entertainment,Male,2014,2016,Disband,3,0,5,5,5,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,2016
THE MAN BLK,stardium,Male,2018,0,Active,4,2,7,7,10,3,0,0,2,0,0,0,0,0,0,0,0,0,0,3,2020
The Rose,j&star_company,Male,2017,0,Active,6,3,4,4,4,0,0,0,2,0,1,3,0,0,0,0,0,0,0,2,2020
The T-Bird,od_entertainment,Male,2019,0,Active,4,0,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2019
TheEastLight.,media_line_entertainment,Male,2016,2018,Disband,4,0,6,6,6,0,0,0,2,0,0,4,3,0,0,0,0,0,0,0,2018
TO.1,the_best_entertainment,Male,2018,2018,Disband,1,0,8,8,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2018
TO1,stone_music_entertainment,Male,2020,0,Active,8,0,10,10,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2021
TraxX,sm_entertainment,Male,2004,0,Active,2,0,2,2,4,3,0,1,3,0,2,2,0,0,0,0,5,0,0,6,2018
TRCNG,ts_entertainment,Male,2017,0,Active,4,0,8,8,8,10,2,0,1,0,2,1,0,0,0,0,2,1,0,0,2019
TREASURE,yg_entertainment,Male,2020,0,Active,8,0,12,12,12,0,0,1,0,0,3,0,0,1,0,0,0,2,0,0,2021
TREI,banana_culture,Male,2017,2020,Disband,5,0,3,3,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2019
Triggerï¿½,dy_entertainment,Male,2019,0,Active,4,0,4,4,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2020
TRITOPS,vl_entertainment,Male,2007,0,Active,6,0,4,3,3,2,0,1,1,0,2,11,0,0,0,0,2,21,0,2,2017
Trophy,family_music_entertainment,Male,2015,2016,Disband,4,0,5,5,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2015
TROY,brand_new_music,Male,2014,2017,Disband,3,0,4,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2014
Trusty,playmusic_ground,Male,2020,2020,Disband,2,0,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2020
TST,kj_music_entertainment,Male,2017,0,Active,7,2,4,4,7,3,0,0,2,0,4,0,0,0,0,0,0,0,0,0,2020
Turbo(1),the_turbo_company,Male,1995,2000,Disband,0,0,3,3,3,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,2000
Turbo(2),the_turbo_company,Male,2015,0,Active,0,0,3,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2017
TVXQ!,sm_entertainment,Male,2003,0,Active,6,0,2,2,5,3,0,8,0,3,3,1,0,10,0,8,50,0,0,8,2020
TXT,bighit_music,Male,2019,0,Active,13,0,5,5,5,0,0,2,3,0,0,1,0,1,0,0,2,1,0,1,2021
U-KISS,nh_media,Male,2008,0,Active,4,0,3,1,5,9,2,3,11,11,0,10,0,8,1,0,16,4,0,3,2020
UNB,pocketdol_studio,Male,2018,2019,Disband,8,0,9,9,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2018
Underdog,independent,Male,2013,2017,Disband,2,0,6,1,6,16,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2015
UNIQ,yue_hua_entertainment,Male,2014,0,Active,6,1,5,5,5,0,0,0,1,0,0,2,0,0,1,0,0,7,0,3,2016
UNVS,chitwn_music,Male,2016,0,Active,7,2,5,3,5,6,0,0,0,0,1,3,0,0,0,0,0,3,0,0,2020
UP10TION,top_media,Male,2015,0,Active,8,3,10,10,10,0,0,1,9,2,0,0,0,0,0,0,3,0,0,1,2020
V.O.S,j-soul_company,Male,2004,0,Active,1,0,3,3,3,1,0,3,3,2,0,12,1,0,0,0,0,0,0,9,2020
VANNER,vt_entertainment,Male,2019,0,Active,7,0,5,5,5,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2020
VARSITY,jungle_entertainment,Male,2017,2020,Disband,7,0,5,5,12,7,1,0,1,0,2,2,0,0,0,0,0,0,0,0,2020
VAV,a_team,Male,2015,0,Active,7,1,7,4,7,6,0,0,6,0,0,5,4,0,0,0,0,0,0,0,2021
VERIVERY,jellyfish_entertainment,Male,2019,0,Active,5,1,7,7,7,0,0,0,5,0,2,0,1,0,0,0,0,0,0,3,2021
VERMUDA,pacemaker_entertainment,Male,2017,2019,Disband,3,0,5,4,5,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2018
VICTON,play_m_entertainment,Male,2016,0,Active,7,0,7,7,7,0,0,1,6,0,2,0,0,0,0,0,0,0,0,1,2021
VIXX,jellyfish_entertainment,Male,2012,0,Active,6,2,5,5,6,1,1,3,4,1,6,3,1,2,1,0,4,2,0,1,2019
VOISPER,evermore_music,Male,2016,0,Active,5,0,4,4,4,0,0,1,1,0,0,9,0,0,0,0,0,0,0,2,2020
VROMANCE,rbw,Male,2016,0,Active,6,3,4,4,4,0,0,0,2,0,0,10,0,0,0,0,0,0,0,6,2020
VX,jj_entertainment,Male,2015,2017,Disband,6,0,5,5,5,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2017
W.A.O,kingtop_entertainment,Male,2021,0,Active,5,0,7,7,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2021
W.I.T,team_wit,Male,2021,0,Active,4,0,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2021
W24,jarmy_entertainment,Male,2018,0,Active,4,0,4,4,5,1,0,0,2,0,0,6,0,0,0,0,0,0,0,0,2020
Wanna One,swing_entertainment,Male,2017,2019,Disband,8,0,11,11,11,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,2018
WayV,colabs,Male,2019,0,Active,7,0,7,7,7,0,0,0,0,0,0,1,0,1,3,2,0,2,0,0,2021
WE IN THE ZONE,choon_entertainment,Male,2018,0,Active,7,0,3,2,3,3,0,0,2,0,0,3,0,0,0,0,0,0,0,0,2020
WEi,oui_entertainment,Male,2020,0,Active,8,0,6,6,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2021
Welldone Potato,banana_culture,Male,2014,2016,Disband,3,0,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2015
WINNER,yg_entertainment,Male,2014,0,Active,10,0,4,4,5,1,0,3,3,1,3,2,0,5,4,7,1,2,1,0,2020
withus,withhc,Male,2020,0,Active,3,0,5,5,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2021
WOWï¿½,a.conic,Male,2021,0,Active,1,0,7,7,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2021
X1,swing_entertainment,Male,2019,2020,Disband,6,0,11,11,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2019
XENEX,company_gi_eok,Male,2020,0,Active,4,0,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2020
XENO-T,hunus_entertainment,Male,2013,0,Active,2,0,5,5,13,8,2,1,4,0,1,0,0,0,0,0,1,0,0,3,2018
Xst,midas_entertainment,Male,2015,0,Active,2,2,6,5,6,2,0,0,0,1,2,3,0,0,0,0,1,0,0,0,2019
Y&W,inakist_entertainment,Male,2020,0,Active,3,0,4,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2020
YDPP,starship_entertainment,Male,2018,2019,Disband,0,0,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2018
ZE:A,star_empire_entertainment,Male,2010,0,Active,6,0,9,9,9,0,3,2,2,0,4,1,0,1,2,0,4,0,0,1,2015
ZEST,zenith_media_contents,Male,2014,2016,Disband,4,0,5,3,6,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2014
ZPZG,j-star_entertainment,Male,2014,2016,Disband,2,0,1,1,4,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2015
